Age,Class_of_Worker,Detailed_Industry_recode,Detailed_Occupation_Recode,Education,Wage_per_Hour,Enroll_in _Edu_inst_last_week,Marital_stat,major_industry_code,major_occupation_code,race,hispanic_orgin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_sata,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code-change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veterans_admin,veterans_benefits, weeks_worked_in_year,year,class
31,Private,39,3,9th_grade,0,Not_in_universe,Married-civilian_spouse_present,Personal_services_except_private_HH,Executive_admin_and_managerial,White,Mexican-American,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,441.16,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,2,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
37,Private,29,26,High_school_graduate,0,Not_in_universe,Never_married,Transportation,Adm_support_including_clerical,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Child_18+_never_marr_Not_in_a_subfamily,Child_18_or_older,3421.23,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
42,Local_government,43,26,Some_college_but_no_degree,0,Not_in_universe,Married-civilian_spouse_present,Education,Adm_support_including_clerical,White,Mexican_(Mexicano),Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1123.12,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,Mexico,Mexico,Mexico,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,52,94,-_50000.
24,Private,33,19,Some_college_but_no_degree,0,Not_in_universe,Never_married,Retail_trade,Sales,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,South,Utah,Nonfamily_householder,Householder,3099.86,MSA_to_MSA,Same_county,Same_county,No,Yes,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,2,Not_in_universe,2,52,94,-_50000.
52,Private,16,26,High_school_graduate,0,Not_in_universe,Divorced,Manufacturing-durable_goods,Adm_support_including_clerical,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,6,Single,Not_in_universe,Not_in_universe,Nonfamily_householder,Householder,1172.91,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
56,Federal_government,34,17,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Married-civilian_spouse_present,Finance_insurance_and_real_estate,Sales,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,992.85,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
18,Not_in_universe,0,0,12th_grade_no_diploma,0,High_school,Never_married,Not_in_universe_or_children,Not_in_universe,Black,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_18+_never_marr_Not_in_a_subfamily,Child_18_or_older,3620.09,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
43,Federal_government,50,1,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Never_married,Public_administration,Executive_admin_and_managerial,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Nonfamily_householder,Householder,1396.17,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,1,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,50000+.
31,Self-employed-not_incorporated,39,32,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Personal_services_except_private_HH,Other_service,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,2415,250,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,2826.17,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,1,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
59,Not_in_universe,0,0,Masters_degree(MA_MS_MEng_MEd_MSW_MBA),0,Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,Mexican-American,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,50,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1004.93,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
19,Private,43,19,Some_college_but_no_degree,425,College_or_university,Never_married,Education,Sales,White,All_other,Female,No,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Child_18+_never_marr_Not_in_a_subfamily,Child_18_or_older,3124.39,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,11,94,-_50000.
59,Private,39,31,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Personal_services_except_private_HH,Other_service,White,Central_or_South_American,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Other_Rel_18+_ever_marr_RP_of_subfamily,Other_relative_of_householder,2576.78,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,Nicaragua,Nicaragua,Nicaragua,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,52,94,-_50000.
47,Private,29,2,Masters_degree(MA_MS_MEng_MEd_MSW_MBA),0,Not_in_universe,Married-civilian_spouse_present,Transportation,Executive_admin_and_managerial,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,99999,0,33,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,1698.04,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,4,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,50000+.
44,Private,45,2,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Married-civilian_spouse_present,Other_professional_services,Executive_admin_and_managerial,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,1611.24,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,50000+.
30,Self-employed-not_incorporated,4,34,11th_grade,0,Not_in_universe,Married-spouse_absent,Construction,Precision_production_craft_&_repair,White,Central_or_South_American,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,West,California,Secondary_individual,Nonrelative_of_householder,1771.88,MSA_to_MSA,Same_county,Same_county,No,Yes,4,Not_in_universe,Honduras,Honduras,Honduras,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,30,94,-_50000.
70,Not_in_universe,0,0,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,10000,Joint_both_65+,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1760.41,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,Germany,Germany,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,50000+.
13,Not_in_universe,0,0,Children,0,Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,1817.16,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
33,Private,45,12,Masters_degree(MA_MS_MEng_MEd_MSW_MBA),0,Not_in_universe,Married-civilian_spouse_present,Other_professional_services,Professional_specialty,White,All_other,Male,No,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,3386.89,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
58,Local_government,4,34,High_school_graduate,0,Not_in_universe,Divorced,Construction,Precision_production_craft_&_repair,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Nonfamily_householder,Householder,2928.51,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,4,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
28,Private,35,36,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Finance_insurance_and_real_estate,Machine_operators_assmblrs_&_inspctrs,Black,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,South,Utah,Spouse_of_householder,Spouse_of_householder,2729.22,MSA_to_MSA,Same_county,Same_county,No,Yes,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
26,Private,43,9,Doctorate_degree(PhD_EdD),0,Not_in_universe,Married-civilian_spouse_present,Education,Professional_specialty,White,All_other,Female,No,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,3302.96,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,5,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
31,Private,43,33,High_school_graduate,850,Not_in_universe,Married-civilian_spouse_present,Education,Precision_production_craft_&_repair,Black,All_other,Male,No,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,2414.42,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
2,Not_in_universe,0,0,Children,0,Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,2179.54,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
48,Private,19,37,11th_grade,0,Not_in_universe,Married-civilian_spouse_present,Manufacturing-nondurable_goods,Machine_operators_assmblrs_&_inspctrs,Black,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1189.42,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,5,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
33,Private,9,36,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Manufacturing-durable_goods,Machine_operators_assmblrs_&_inspctrs,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,99999,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,1844.53,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,2,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,50000+.
65,Private,24,12,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Married-civilian_spouse_present,Manufacturing-nondurable_goods,Professional_specialty,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,200,Joint_one_under_65_&_one_65+,Not_in_universe,Not_in_universe,Householder,Householder,2016.25,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,Poland,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,50000+.
30,Private,33,29,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Retail_trade,Other_service,White,Mexican_(Mexicano),Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,3464,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,553.47,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,4,Not_in_universe,Mexico,Mexico,Mexico,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,52,94,-_50000.
67,Not_in_universe,0,0,11th_grade,0,Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1667.5,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
74,Not_in_universe,0,0,7th_and_8th_grade,0,Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_65+,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1016.14,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
23,Private,4,34,7th_and_8th_grade,0,Not_in_universe,Never_married,Construction,Precision_production_craft_&_repair,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,South,Georgia,Secondary_individual,Nonrelative_of_householder,2093.86,NonMSA_to_MSA,Different_region,Different_state_in_South,No,Yes,1,Not_in_universe,United-States,United-States,Germany,Native-_Born_abroad_of_American_Parent(s),0,Not_in_universe,2,52,94,-_50000.
39,State_government,48,12,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Married-civilian_spouse_present,Public_administration,Professional_specialty,White,Mexican-American,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,2077.22,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
69,Not_in_universe,0,0,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_65+,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1146.26,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
10,Not_in_universe,0,0,Children,0,Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,Black,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Grandchild_<18_never_marr_child_of_subfamily_RP,Other_relative_of_householder,1819.22,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Mother_only_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
24,Private,29,41,High_school_graduate,0,Not_in_universe,Never_married,Transportation,Handlers_equip_cleaners_etc,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Nonfamily_householder,Householder,2326.7,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,2,Not_in_universe,2,52,94,-_50000.
33,Not_in_universe,0,0,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,978.83,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
50,Private,41,26,Associates_degree-academic_program,0,Not_in_universe,Married-civilian_spouse_present,Hospital_services,Adm_support_including_clerical,White,Central_or_South_American,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,634.8,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,Columbia,Columbia,Columbia,Foreign_born-_U_S_citizen_by_naturalization,0,Not_in_universe,2,52,94,-_50000.
41,Private,4,2,Some_college_but_no_degree,0,Not_in_universe,Married-civilian_spouse_present,Construction,Executive_admin_and_managerial,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,1809.5,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,1,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
26,Private,35,26,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Finance_insurance_and_real_estate,Adm_support_including_clerical,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1894.11,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
34,Private,35,17,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Never_married,Finance_insurance_and_real_estate,Sales,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,99999,0,13000,Single,Not_in_universe,Not_in_universe,Nonfamily_householder,Householder,228.18,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,39,94,50000+.
6,Not_in_universe,0,0,Children,0,Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,Black,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,South,Florida,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,2002.71,MSA_to_MSA,Same_county,Same_county,No,Yes,0,Mother_only_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
34,Private,37,17,Masters_degree(MA_MS_MEng_MEd_MSW_MBA),0,Not_in_universe,Never_married,Business_and_repair_services,Sales,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,500,Single,Not_in_universe,Not_in_universe,Householder,Householder,2406.42,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,5,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,2,Not_in_universe,2,52,94,50000+.
59,Not_in_universe,0,0,10th_grade,0,Not_in_universe,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1900.57,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
45,State_government,48,26,Associates_degree-academic_program,1519,Not_in_universe,Divorced,Public_administration,Adm_support_including_clerical,Black,All_other,Female,Yes,Not_in_universe,Children_or_Armed_Forces,0,0,0,Head_of_household,Not_in_universe,Not_in_universe,Householder,Householder,1176.25,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,1,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
9,Not_in_universe,0,0,Children,0,Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,Black,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,526.91,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
28,Private,11,35,High_school_graduate,0,Not_in_universe,Married-civilian_spouse_present,Manufacturing-durable_goods,Precision_production_craft_&_repair,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Householder,Householder,1558.29,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,Poland,Poland,Poland,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,52,94,50000+.
57,Private,35,23,Associates_degree-academic_program,0,Not_in_universe,Married-civilian_spouse_present,Finance_insurance_and_real_estate,Adm_support_including_clerical,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_one_under_65_&_one_65+,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,2211.1,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,5,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,16,94,-_50000.
20,Not_in_universe,0,0,11th_grade,0,High_school,Married-civilian_spouse_present,Not_in_universe_or_children,Not_in_universe,White,Central_or_South_American,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Joint_both_under_65,Not_in_universe,Not_in_universe,Spouse_of_householder,Spouse_of_householder,1202.05,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,Nicaragua,Nicaragua,Nicaragua,Foreign_born-_Not_a_citizen_of_U_S,0,Not_in_universe,2,0,94,-_50000.
7,Not_in_universe,0,0,Children,0,Not_in_universe,Never_married,Not_in_universe_or_children,Not_in_universe,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,1752.62,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,0,0,94,-_50000.
18,Private,17,18,Some_college_but_no_degree,0,College_or_university,Divorced,Manufacturing-durable_goods,Sales,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_18+_ever_marr_Not_in_a_subfamily,Child_18_or_older,1917.17,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
49,Private,39,2,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Never_married,Personal_services_except_private_HH,Executive_admin_and_managerial,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Nonfamily_householder,Householder,1850.79,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,50000+.
33,Local_government,44,37,12th_grade_no_diploma,0,Not_in_universe,Never_married,Social_services,Machine_operators_assmblrs_&_inspctrs,White,All_other,Male,Not_in_universe,Other_job_loser,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Nonfamily_householder,Householder,1764.11,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,2,Not_in_universe,2,1,94,-_50000.
23,State_government,44,12,Some_college_but_no_degree,0,College_or_university,Never_married,Social_services,Professional_specialty,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Secondary_individual,Nonrelative_of_householder,2484.81,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,2,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
16,Never_worked,0,0,10th_grade,0,High_school,Never_married,Not_in_universe_or_children,Not_in_universe,White,Mexican-American,Female,Not_in_universe,New_entrant,Children_or_Armed_Forces,0,0,0,Nonfiler,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,1914.84,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,0,Both_parents_present,United-States,Mexico,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,0,94,-_50000.
41,Private,33,16,Some_college_but_no_degree,0,Not_in_universe,Divorced,Retail_trade,Sales,White,All_other,Male,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,2174,0,0,Single,Not_in_universe,Not_in_universe,Child_18+_ever_marr_Not_in_a_subfamily,Child_18_or_older,1870.23,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,6,Not_in_universe,United-States,United-States,United-States,Native-_Born_in_the_United_States,2,Not_in_universe,2,36,94,-_50000.
17,Private,40,32,11th_grade,500,High_school,Never_married,Entertainment,Other_service,White,All_other,Male,No,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Child_<18_never_marr_not_in_subfamily,Child_under_18_never_married,2442.42,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,3,Both_parents_present,United-States,United-States,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,52,94,-_50000.
22,Private,35,3,Bachelors_degree(BA_AB_BS),0,Not_in_universe,Never_married,Finance_insurance_and_real_estate,Executive_admin_and_managerial,White,All_other,Female,Not_in_universe,Not_in_universe,Children_or_Armed_Forces,0,0,0,Single,Not_in_universe,Not_in_universe,Child_18+_never_marr_Not_in_a_subfamily,Child_18_or_older,1065.42,Nonmover,Nonmover,Nonmover,Yes,Not_in_universe,4,Not_in_universe,Portugal,Portugal,United-States,Native-_Born_in_the_United_States,0,Not_in_universe,2,30,94,-_50000.
